1.1243,1.2157,1.0629,-0.12874
-0.14107,0.51501,0.82876,-1.2697
0.43466,-0.20198,-1.0191,-1.1836
-0.014944,-0.42968,-1.1967,0.41001
0.00089849,-0.39142,-1.1283,0.26695
0.0033952,-0.38894,-1.1241,0.21683
-0.011039,-0.27228,-0.85513,0.029819
-0.40082,-0.029829,0.0067742,-0.23147
-0.61515,0.1614,0.59697,-0.53817
-0.52046,0.20051,0.59154,-0.69206
-0.41051,0.41923,0.97236,-0.64687
-0.39453,0.24316,0.58333,-0.63544
-0.43618,0.24668,0.60941,-0.67437
-0.43079,0.23572,0.57757,-0.66572
-0.42746,0.25603,0.61538,-0.65513
-0.40781,0.32459,0.74166,-0.60333
-0.42283,0.24687,0.5841,-0.634
-0.34518,0.27105,0.5734,-0.57715
-0.43568,0.25292,0.59954,-0.6068
-0.45266,0.25225,0.60933,-0.5977
-0.46851,0.28461,0.69259,-0.57705
-0.44471,0.28635,0.66681,-0.56733
-0.42573,0.27461,0.62228,-0.56589
-0.44584,0.28886,0.66599,-0.5564
-0.41882,0.30181,0.6652,-0.5483
-0.38138,0.27442,0.57377,-0.54234
-0.29193,0.36046,0.67801,-0.50134
-0.36339,0.32364,0.65409,-0.51376
-0.35223,0.31175,0.61628,-0.51526
-0.34786,0.31179,0.61381,-0.49063
-0.33896,0.3438,0.66504,-0.48744
-0.32336,0.33342,0.63228,-0.46696
-0.29981,0.35568,0.65241,-0.47162
-0.34428,0.35515,0.68562,-0.46239
-0.31093,0.39326,0.73205,-0.45501
-0.27301,0.39048,0.69227,-0.43937
-0.17692,0.43181,0.6961,-0.41053
-0.27476,0.39169,0.6919,-0.42838
-0.28553,0.40709,0.7286,-0.40909
-0.24581,0.4144,0.70835,-0.40609
-0.27741,0.4092,0.72199,-0.38851
-0.23206,0.41102,0.68682,-0.38355
-0.20177,0.43248,0.70235,-0.36753
-0.20475,0.43871,0.71487,-0.35738
-0.16333,0.45153,0.70486,-0.34396
-0.17861,0.4415,0.69485,-0.3513
-0.18358,0.43818,0.69231,-0.32883
-0.14805,0.46146,0.70593,-0.3228
-0.13149,0.45964,0.6887,-0.31469
-0.04882,0.50494,0.70664,-0.28879
-0.11239,0.4697,0.6896,-0.29403
-0.095846,0.48467,0.70445,-0.28106
-0.098231,0.48461,0.70291,-0.26268
-0.11764,0.46383,0.6785,-0.2667
-0.094271,0.48744,0.70362,-0.26398
-0.09756,0.48139,0.69344,-0.25857
-0.0030331,0.53436,0.71442,-0.23878
-0.055529,0.50674,0.70579,-0.24831
-0.040279,0.50261,0.68556,-0.24739
-0.040029,0.51235,0.70305,-0.23901
-0.043924,0.5089,0.69832,-0.22885
-0.030757,0.51896,0.70539,-0.22207
0.044427,0.55511,0.71157,-0.20327
-0.0145,0.51852,0.69018,-0.21235
-0.025041,0.5212,0.70124,-0.20208
-0.0041397,0.51539,0.67603,-0.19803
0.0075609,0.53093,0.6958,-0.19138
0.0075467,0.52748,0.68757,-0.18154
0.024141,0.52933,0.67622,-0.18061
0.063026,0.56783,0.71209,-0.16569
0.028052,0.53222,0.67896,-0.17564
0.078023,0.54698,0.69238,-0.15935
0.054574,0.5436,0.68013,-0.16806
0.028756,0.54976,0.68881,-0.16123
0.11718,0.59896,0.72564,-0.16094
0.075771,0.54299,0.66141,-0.17336
0.012889,0.50562,0.63488,-0.099387
0.081054,0.55715,0.68381,-0.17077
0.086674,0.56468,0.69277,-0.17282
0.084815,0.5595,0.68475,-0.17238
0.092728,0.56315,0.68439,-0.16918
0.1261,0.61503,0.74733,-0.15097
0.096659,0.57013,0.6962,-0.16117
0.1047,0.57457,0.69761,-0.15827
0.10177,0.57543,0.69965,-0.16518
0.11688,0.58589,0.70973,-0.16898
0.12389,0.58584,0.704,-0.16306
0.13998,0.53187,0.58026,-0.1547
0.1384,0.58107,0.68344,-0.1679
0.13905,0.5961,0.7112,-0.16289
0.21797,0.67522,0.78323,-0.14918
0.14898,0.59466,0.70239,-0.15571
0.15164,0.59866,0.70546,-0.15313
0.15712,0.60104,0.70714,-0.16588
0.17232,0.60014,0.69065,-0.18
0.16092,0.61568,0.72873,-0.18458
0.28515,0.74156,0.8494,-0.1926
0.18694,0.63513,0.74742,-0.22641
0.33512,0.78768,0.89506,-0.22485
0.15024,0.62008,0.7539,-0.2601
0.1306,0.63741,0.80187,-0.41078
