0.97728,1.1837,1.0985,-0.12225
-0.099568,0.54085,0.85012,-1.3764
0.12446,0.40716,0.43738,-2.2484
0.46045,-0.22034,-1.0554,-0.079435
-0.020433,-0.43942,-1.2157,0.39484
-0.014986,-0.43128,-1.2069,0.32744
-0.018063,-0.43686,-1.2145,0.33743
-0.022779,-0.40899,-1.1474,0.3365
-0.016446,-0.43993,-1.2235,0.3252
-0.01565,-0.43995,-1.2249,0.33131
-0.026964,-0.47429,-1.2879,0.30302
-0.017821,-0.4474,-1.2383,0.26326
-0.018815,-0.45023,-1.2431,0.20662
-0.041322,-0.51222,-1.3595,0.17247
-0.025295,-0.46039,-1.2574,0.11923
-0.026295,-0.46948,-1.2779,0.055524
-0.088389,-0.44538,-1.1712,0.0027528
-0.16684,-0.36829,-0.93765,-0.097768
-0.16791,-0.34787,-0.89301,-0.15728
-0.22458,-0.26522,-0.66652,-0.23113
-0.29202,-0.19267,-0.45424,-0.27481
-0.31056,-0.11792,-0.27841,-0.32971
-0.33463,-0.04371,-0.098952,-0.38896
-0.38854,0.013239,0.066156,-0.44453
-0.34587,0.088507,0.19187,-0.49641
-0.31212,0.14333,0.27931,-0.54838
-0.35024,0.23265,0.50122,-0.59706
-0.29536,0.3017,0.59807,-0.62393
-0.29401,0.31208,0.61982,-0.618
-0.26488,0.30886,0.58518,-0.60955
-0.27605,0.32275,0.62121,-0.61451
-0.27948,0.32266,0.62341,-0.61624
-0.246,0.33222,0.61355,-0.59924
-0.34891,0.30346,0.6325,-0.57743
-0.19421,0.35461,0.6129,-0.60904
-0.22298,0.35547,0.63508,-0.60688
-0.24445,0.37057,0.67989,-0.59894
-0.28463,0.34698,0.66231,-0.56168
-0.19871,0.40356,0.70773,-0.59677
-0.22512,0.3762,0.66897,-0.58929
-0.20751,0.3931,0.68655,-0.58293
-0.19872,0.37866,0.64728,-0.57906
-0.16944,0.39886,0.66264,-0.57185
-0.18264,0.40899,0.69331,-0.57268
-0.17606,0.40171,0.66877,-0.55746
-0.16904,0.42157,0.7038,-0.55981
-0.17085,0.4362,0.73168,-0.55166
-0.1487,0.43229,0.70372,-0.5509
-0.14404,0.45817,0.75088,-0.54277
-0.094991,0.46594,0.7254,-0.52748
-0.12342,0.45279,0.71937,-0.53181
-0.11486,0.4878,0.77568,-0.53468
-0.10959,0.47195,0.741,-0.52343
-0.089402,0.49614,0.77174,-0.51806
-0.08236,0.48165,0.73386,-0.51435
-0.077147,0.47738,0.71856,-0.51128
-0.057896,0.49471,0.73765,-0.50505
-0.045883,0.49296,0.72229,-0.49758
-0.040478,0.5002,0.7298,-0.49156
-0.11822,0.46648,0.71656,-0.462
-0.035001,0.51162,0.74382,-0.49173
0.045298,0.54384,0.74048,-0.4767
0.023601,0.53025,0.73011,-0.48068
0.01582,0.54157,0.75645,-0.47381
0.033919,0.53633,0.72947,-0.46845
0.051245,0.55026,0.74055,-0.45376
0.021258,0.53327,0.72743,-0.45801
0.030002,0.54861,0.74996,-0.45153
0.050353,0.54633,0.72654,-0.45291
0.050483,0.55759,0.74768,-0.44439
0.048242,0.55183,0.73352,-0.4355
0.049841,0.56213,0.75175,-0.43069
0.09445,0.58717,0.76265,-0.40718
0.0038963,0.5386,0.72999,-0.39036
0.14284,0.60249,0.75381,-0.42183
0.14083,0.61254,0.76951,-0.40119
0.13707,0.59892,0.74617,-0.4081
0.10709,0.60499,0.77712,-0.40434
0.051519,0.57245,0.75069,-0.36051
0.16028,0.62044,0.76385,-0.41804
0.1607,0.62787,0.77703,-0.41529
0.19708,0.64191,0.77324,-0.40071
0.20168,0.63402,0.7472,-0.39405
0.21962,0.66761,0.79903,-0.39169
0.18852,0.63907,0.76866,-0.39483
0.16724,0.63917,0.78224,-0.38312
0.17215,0.6431,0.78268,-0.36947
0.21366,0.62656,0.73672,-0.373
0.18543,0.65164,0.78637,-0.36354
0.21914,0.66313,0.78194,-0.35366
0.22616,0.65637,0.75951,-0.35257
0.25288,0.67899,0.78375,-0.3517
0.24507,0.67284,0.77174,-0.35258
0.26825,0.69569,0.80048,-0.35435
0.26064,0.68007,0.77037,-0.35591
0.24854,0.69563,0.80819,-0.35216
0.28364,0.71568,0.81988,-0.35189
0.29991,0.71489,0.80951,-0.34483
0.29251,0.71153,0.81344,-0.33201
0.16466,0.63926,0.78011,-0.39387
0.16108,0.64428,0.78657,-0.43413
